Nome,Club,Stagione,Overall,Ruolo
F. Viviani,SPAL,20,74,"CDC, CC"
G. Caprari,Sampdoria,20,74,"AT, ATT, COC"
O. Hiljemark,Genoa,20,74,"CC, CDC"
V. Verre,Hellas Verona,20,74,"COC, CC"
A. Ciciretti,Napoli,20,74,"COC, AD"
R. Durmisi,Lazio,20,74,"TS, ASA"
D. Lazović,Hellas Verona,20,74,"ES, ED"
Marlon,Sassuolo,20,74,DC
A. Barreca,Genoa,20,74,TS
Walace,Udinese,20,74,"CDC, CC"
G. Ferrari,Sassuolo,20,74,DC
I. Bennacer,Milan,20,74,"CC, CDC"
R. Krunić,Milan,20,74,CC
Pol Lirola,Fiorentina,20,74,"TD, ED"
J. Zmrhal,Brescia,20,74,"ES, ED"
S. Lukić,Torino,20,74,"CDC, CC"
N. Zaniolo,Roma,20,74,"COC, CC, AD"
M. Demiral,Juventus,20,74,DC
Rodrigo Becão,Udinese,20,74,DC
G. Pandev,Genoa,20,73,"ATT, COC"
Bruno Alves,Parma,20,73,DC
F. Marchetti,Genoa,20,73,POR
E. Alfonso,Brescia,20,73,POR
F. Peluso,Sassuolo,20,73,"DC, TS"
L. Rossettini,Lecce,20,73,DC
S. Di Carmine,Hellas Verona,20,73,ATT
B. Nuytinck,Udinese,20,73,DC
F. Pisacane,Cagliari,20,73,"DC, TD"
B. Bereszyński,Sampdoria,20,73,TD
I. Strinić,Milan,20,73,TS
F. Lucioni,Lecce,20,73,DC
L. Ceppitelli,Cagliari,20,73,DC
G. Brugman,Parma,20,73,"CC, CDC"
N. Murru,Sampdoria,20,73,TS
Patric,Lazio,20,73,"DC, TD, ED"
B. Djimsiti,Atalanta,20,73,DC
M. Dijks,Bologna,20,73,"TS, ES"
I. Mbaye,Bologna,20,73,"TD, TS"
V. Laurini,Parma,20,73,TD
G. Lapadula,Lecce,20,73,ATT
D. Biraschi,Genoa,20,73,"DC, TD"
B. Drągowski,Fiorentina,20,73,POR
Samir,Udinese,20,73,"DC, TS"
A. Di Gaudio,Hellas Verona,20,73,AS
G. Di Lorenzo,Napoli,20,73,"ED, TD, ADA"
E. Goldaniga,Sassuolo,20,73,DC
S. Gümüş,Genoa,20,73,"ED, ATT"
Hernani,Parma,20,73,"CDC, CC"
A. Ćorić,Roma,20,73,"COC, CC"
Lyanco,Torino,20,73,DC
C. Romero,Genoa,20,73,"DC, TD"
T. Tomiyasu,Bologna,20,73,"DC, CDC"
G. Pazzini,Hellas Verona,20,72,ATT
E. Barreto,Sampdoria,20,72,CC
C. Théréau,Fiorentina,20,72,"AS, AT"
S. Floccari,SPAL,20,72,ATT
F. Ceravolo,Parma,20,72,ATT
F. Cacciatore,Cagliari,20,72,"TD, TS"
L. Siligardi,Parma,20,72,"AD, AS, ES"
Thiago Cionek,SPAL,20,72,DC
C. Pinsoglio,Juventus,20,72,POR
Diego Farías,Lecce,20,72,"ATT, COC, AT"
A. Rispoli,Lecce,20,72,"TD, ED"
Da Costa,Bologna,20,72,POR
P. Tachtsidis,Lecce,20,72,CC
D. Falcinelli,Bologna,20,72,ATT
A. Ragusa,Hellas Verona,20,72,"AS, AD"
R. Matos,Udinese,20,72,"AD, ATT, AS"
A. Cerri,Cagliari,20,72,ATT
J. Toljan,Sassuolo,20,72,"TD, TS"
F. Vicari,SPAL,20,72,DC
S. Perica,Udinese,20,72,ATT
S. Scuffet,Udinese,20,72,POR
C. Falletti,Bologna,20,72,"COC, AD, AT"
F. Mattiello,Cagliari,20,72,"ED, ES"
S. Luperto,Napoli,20,72,DC
L. Mazzitelli,Sassuolo,20,72,"CC, CDC"
M. Bani,Bologna,20,72,DC
J. Boga,Sassuolo,20,72,"ES, ED, ATT"
M. Fares,SPAL,20,72,"ES, TS, AS"
F. Ayé,Brescia,20,72,ATT
A. Calabresi,Bologna,20,72,"DC, TD"
A. Murgia,SPAL,20,72,"CC, CDC"
Léo Duarte,Milan,20,72,"DC, TD"
Ronaldo Vieira,Sampdoria,20,72,"CDC, CC"
J. Schouten,Bologna,20,72,"CDC, CC"
A. Bastoni,Inter,20,72,DC
Jandrei,Genoa,20,72,POR
S. Żurkowski,Fiorentina,20,72,CC
A. Olsen,Bologna,20,72,"AD, ATT"
D. Vavro,Lazio,20,72,DC
J. El Yamiq,Genoa,20,72,DC
E. Hallfreðsson,Udinese,20,71,"CC, CDC"
M. Mancosu,Lecce,20,71,"COC, CC"
D. Dessena,Brescia,20,71,"CC, CDC"
A. Barillà,Parma,20,71,"CC, CDC"
A. Matri,Sassuolo,20,71,ATT
G. Angella,Udinese,20,71,DC
B. Salamon,SPAL,20,71,DC
L. Marrone,Hellas Verona,20,71,"DC, CDC"
M. Faraoni,Hellas Verona,20,71,"ED, TD, CC"
J. Sala,Sampdoria,20,71,TD
M. Bourabia,Sassuolo,20,71,"CC, CDC, COC"
J. Joronen,Brescia,20,71,POR
D. Bisoli,Brescia,20,71,"CC, COC"
P. Terracciano,Fiorentina,20,71,POR
F. Ceccherini,Fiorentina,20,71,DC
R. Kishna,Lazio,20,71,AS
P. Faragò,Cagliari,20,71,"CC, ED, TD"
M. Zaccagni,Hellas Verona,20,71,"COC, CC"
F. Romagna,Cagliari,20,71,DC
Matheus Pereira,Juventus,20,71,COC
G. Pezzella,Udinese,20,71,"TS, ES"
C. Adjapong,Sassuolo,20,71,"ES, ED, TD"
G. Maroni,Sampdoria,20,71,"COC, AS"
M. Pajač,Cagliari,20,71,"ES, TS, COC"
Y. Shakhov,Lecce,20,71,"CC, CDC, COC"
K. Bonifazi,Torino,20,71,DC
J. Chabot,Sampdoria,20,71,DC
Bremer,Torino,20,71,DC
E. Elmas,Napoli,20,71,"CC, COC"
Felipe Curcio,Brescia,20,71,TS
A. Rrahmani,Hellas Verona,20,71,"DC, TS, TD"
G. Pegolo,Sassuolo,20,70,POR
D. Gastaldello,Brescia,20,70,DC
S. Iacoponi,Parma,20,70,"TD, DC"
L. Vitale,Hellas Verona,20,70,"ES, TS"
S. Colombi,Parma,20,70,POR
M. Calderoni,Lecce,20,70,TS
L. Tremolada,Brescia,20,70,"COC, CC"
A. La Mantia,Lecce,20,70,ATT
B. Martella,Brescia,20,70,"TS, ES"
K. Günter,Hellas Verona,20,70,DC
L. Capezzi,Sampdoria,20,70,CC
R. Gagliolo,Parma,20,70,"TS, DC"
N. Paz,Bologna,20,70,"DC, TS"
L. Henderson,Hellas Verona,20,70,CC
E. Torregrossa,Brescia,20,70,ATT
G. Moncini,SPAL,20,70,ATT
M. Thorsby,Sampdoria,20,70,"CC, COC"
A. Cistana,Brescia,20,70,DC
Z. Machach,Napoli,20,70,"COC, CC, AT"
M. Svanberg,Bologna,20,70,"CC, ED"
C. Dell'Orco,Lecce,20,70,"DC, TS"
R. Benzar,Lecce,20,70,TD
F. Depaoli,Sampdoria,20,70,"TD, ED"
A. Pinamonti,Genoa,20,70,ATT
M. Varnier,Atalanta,20,70,DC
E. Brignola,Sassuolo,20,70,"COC, AD, AT"
Han Kwang Song,Cagliari,20,70,ATT
Y. Çetin,Roma,20,70,DC
H. Traorè,Sassuolo,20,70,"COC, CC"
Rogério,Sassuolo,20,70,"TS, ES"
F. Bradarić,Cagliari,20,70,"CC, CDC"
N. Špalek,Brescia,20,70,"COC, AD"
G. Magnani,Brescia,20,70,DC
C. Oliva,Cagliari,20,70,CC
A. Rosati,Torino,20,69,POR
M. Scozzarella,Parma,20,69,"CC, CDC"
M. Gazzola,Parma,20,69,TD
M. Vigorito,Lecce,20,69,POR
M. D'Alessandro,SPAL,20,69,"ES, ED, AD"
V. Regini,Sampdoria,20,69,"TS, DC"
A. Crescenzi,Hellas Verona,20,69,"TD, TS"
A. Almici,Hellas Verona,20,69,"TD, ED"
M. Valoti,SPAL,20,69,"CC, COC, ED"
Nicolas,Udinese,20,69,POR
R. Fiamozzi,Lecce,20,69,"TD, TS"
P. Dawidowicz,Hellas Verona,20,69,"DC, CDC"
S. Gustafson,Torino,20,69,CC
A. Ferrari,Sampdoria,20,69,"TD, DC"
L. Venuti,Fiorentina,20,69,"TD, TS"
I. Vargić,Lazio,20,69,POR
J. Minala,Lazio,20,69,CC
L. Morosini,Brescia,20,69,"COC, AT"
K. Dermaku,Parma,20,69,DC
Lee Seung Woo,Hellas Verona,20,69,"COC, AS, AD"
E. Ndoj,Brescia,20,69,CC
F. Cassata,Genoa,20,69,CC
A. Gravillon,Sassuolo,20,69,DC
T. Augello,Sampdoria,20,69,TS
M. Barrow,Atalanta,20,69,ATT
L. Pellegrini,Juventus,20,69,TS
A. Salifu,Fiorentina,20,68,CC
S. Sabelli,Brescia,20,68,TD
S. Beltrame,Juventus,20,68,"AS, COC, AT"
F. Falco,Lecce,20,68,ATT
B. Meccariello,Lecce,20,68,DC
V. Parigini,Torino,20,68,"AS, AT"
Y. Baraye,Parma,20,68,"AS, ATT, AD"
L. Valzania,Atalanta,20,68,CC
F. Bonazzoli,Sampdoria,20,68,ATT
M. Sprocati,Parma,20,68,"AS, AD"
S. Väisänen,SPAL,20,68,DC
J. Petriccione,Lecce,20,68,CC
H. ter Avest,Udinese,20,68,"TD, ADA, ED"
A. Favilli,Genoa,20,68,ATT
L. Dickmann,SPAL,20,68,"TD, ED"
José Machín,Parma,20,68,CC
B. Radunović,Hellas Verona,20,68,POR
S. Colombatto,Cagliari,20,68,"CC, CDC"
J. Chancellor,Brescia,20,68,DC
J. Rasmussen,Fiorentina,20,68,"DC, CDC, CC"
A. Balić,Udinese,20,68,"CC, CDC"
Ž. Majer,Lecce,20,68,CC
M. Pessina,Atalanta,20,68,CC
S. Walukiewicz,Cagliari,20,68,DC
N. Opoku,Udinese,20,68,DC
K. Michael,Bologna,20,68,"CC, COC, AT"
G. Munari,Parma,20,67,CC
S. Aresti,Cagliari,20,67,POR
L. Scaglia,Parma,20,67,"TS, AD, CC"
S. Pettinari,Lecce,20,67,ATT
E. Lancini,Brescia,20,67,DC
L. Clemenza,Juventus,20,67,"COC, CC"
S. Edera,Torino,20,67,AD
G. Rolando,Sampdoria,20,67,"ED, ES, TS"
A. Matějů,Brescia,20,67,"TD, TS"
A. Danzi,Hellas Verona,20,67,"CC, CDC"
K. Cissé,Hellas Verona,20,66,"ATT, AS, COC"
A. Donnarumma,Milan,20,66,POR
D. Del Fabro,Juventus,20,66,DC
G. Iñíguez,Udinese,20,66,"CC, CDC"
L. Andrenacci,Brescia,20,66,POR
F. Dimarco,Inter,20,66,"TS, ES"
A. Empereur,Hellas Verona,20,66,"DC, TS"
P. Ghiglione,Genoa,20,66,"ED, TD"
A. Reca,Atalanta,20,66,"TS, ES"
M. Janković,SPAL,20,66,"COC, AD"
M. Coulibaly,Udinese,20,66,CC
M. Léris,Sampdoria,20,66,"CC, ATT"
R. Vodišek,Genoa,20,66,POR
Daniel Fuzato,Roma,20,66,POR
N. Armini,Lazio,20,66,DC
H. Rafia,Juventus,20,66,COC
F. Cosenza,Lecce,20,65,DC
S. Calvano,Hellas Verona,20,65,CC
C. Lykogiannis,Cagliari,20,65,"TS, DC"
A. Tabanelli,Lecce,20,65,"CC, COC"
F. Jagiełło,Genoa,20,65,"CC, CDC, COC"
G. Castrovilli,Fiorentina,20,65,"CC, COC, AD"
S. Ichazo,Torino,20,65,POR
S. Ingelsson,Udinese,20,65,"CC, ED"
F. Alastra,Parma,20,65,POR
A. Zaccagno,Torino,20,65,POR
S. Lo Faso,Lecce,20,65,"AT, COC, AS"
M. Antonucci,Roma,20,65,"AS, AD"
Igor,SPAL,20,65,"DC, TS"
P. Mićin,Udinese,20,65,"AD, ATT, AS"
T. Berni,Inter,20,64,POR
T. Haye,Lecce,20,64,"ED, CC, ES"
W. Falcone,Sampdoria,20,64,POR
N. Fazzi,Atalanta,20,64,"ES, TS"
A. Deiola,Cagliari,20,64,CC
A. Schetino,Fiorentina,20,64,"CDC, CC"
R. Rivas,Inter,20,64,"ED, AD"
L. Tupta,Hellas Verona,20,64,"ATT, AS"
O. Stijepović,Sampdoria,20,64,AS
J. Segre,Torino,20,64,CC
André Anderson,Lazio,20,64,AT
R. Sottil,Fiorentina,20,64,AS
Ibañez,Atalanta,20,64,DC
D. Kulusevski,Parma,20,64,CC
R. Piccoli,Atalanta,20,64,ATT
D. Ragatzu,Cagliari,20,63,"ATT, AS, AD"
Costa Ferreira,Lecce,20,63,"COC, CC, ED"
S. Perisan,Udinese,20,63,POR
T. Rodríguez,Genoa,20,63,ED
L. Checchin,Hellas Verona,20,63,CC
W. Bianda,Roma,20,63,DC
M. Nardi,Parma,20,63,POR
M. Viviani,Brescia,20,63,"CDC, CC"
K. Agudelo,Genoa,20,63,"CC, COC"
K. Despodov,Cagliari,20,63,AD
L. Agoume,Inter,20,63,CC
A. Riccardi,Roma,20,63,"CC, COC"
S. Esposito,Inter,20,63,ATT
M. Bahlouli,Sampdoria,20,63,"AS, COC"
A. Berardi,Hellas Verona,20,62,POR
A. Boniotti,Brescia,20,62,"TD, ED"
P. Cappelluzzo,Hellas Verona,20,62,ATT
M. Sarr,Bologna,20,62,POR
F. Sierralta,Udinese,20,62,"TD, DC"
M. Seck,Roma,20,62,TS
M. Mangraviti,Brescia,20,62,"DC, CDC"
P. Asmah,Atalanta,20,62,"TS, ES"
A. Di Nardo,Sampdoria,20,62,ATT
M. Gabbia,Milan,20,62,DC
A. Semprini,Brescia,20,62,"TD, DC, ED"
L. Ranieri,Fiorentina,20,62,"DC, TS"
A. Buongiorno,Torino,20,62,"TS, DC"
A. Saraniti,Lecce,20,62,ATT
Vinicius,Bologna,20,62,POR
A. Schäfer,Genoa,20,62,"ES, CC"
G. Guerrieri,Lazio,20,61,POR
G. Sbrissa,Sassuolo,20,61,"CC, ED"
A. Bifulco,Napoli,20,61,"ED, CC, AT"
A. Gallo,Lecce,20,61,"TS, ES, CC"
G. Gaetano,Napoli,20,61,"COC, ATT"
W. Singo,Torino,20,61,DC
F. Rossi,Atalanta,20,60,POR
A. Romano,Napoli,20,60,CC
P. Bargiel,Milan,20,60,COC
Strefezza,SPAL,20,60,"AS, ES"
T. Costantini,SPAL,20,60,"AD, AS, AT"
M. Pompetti,Sampdoria,20,60,CC
M. Bleve,Lecce,20,60,POR
G. Zecca,Sassuolo,20,60,"AD, AS, ATT"
M. Prezioso,Napoli,20,60,CC
G. Gori,Fiorentina,20,60,ATT
M. Cerofolini,Fiorentina,20,60,POR
B. Adekanye,Lazio,20,60,"AD, AS"
G. Corbo,Bologna,20,60,DC
M. Kumbulla,Hellas Verona,20,60,DC
M. Belkheir,Torino,20,60,"ATT, AS"
A. Tripaldelli,Sassuolo,20,60,TS
D. Vlahovic,Fiorentina,20,60,ATT
V. Millico,Torino,20,59,AS
D. Merola,Inter,20,59,"ATT, AT, AS"
L. Fontanesi,Sassuolo,20,58,"TD, DC"
A. Cavagnera,Milan,20,58,CDC
S. Coly,Roma,20,58,ATT
F. Adorni,Parma,20,58,POR
M. Meli,Fiorentina,20,58,AD
L. Gagliano,Cagliari,20,58,ATT
D. Riccardi,Lecce,20,58,DC
B. Vera,Lecce,20,58,"DC, TS"
A. Terzic,Fiorentina,20,58,TS
M. Albertoni,Genoa,20,57,POR
G. Poluzzi,SPAL,20,57,POR
R. Tsonev,Lecce,20,56,"CC, COC, ED"
G. Ricci,Parma,20,55,TD
R. Criscuolo,Sampdoria,20,55,CC
A. Diakhate,Parma,20,55,CC
M. Zennaro,Genoa,20,55,CC
A. Vassallo,Bologna,20,54,ATT
E. Dubickas,Lecce,20,52,"AT, ATT, AS"
D. Thiam,SPAL,20,51,POR
S. Mulattieri,Inter,20,51,COC
G. Chironi,Lecce,20,49,POR
Cristiano Ronaldo,Juventus,21,92,"ATT, AS"
S. Handanovič,Inter,21,88,POR
K. Koulibaly,Napoli,21,88,DC
P. Dybala,Juventus,21,88,"AT, COC"
G. Chiellini,Juventus,21,87,DC
W. Szczęsny,Juventus,21,87,POR
C. Immobile,Lazio,21,87,ATT
A. Gómez,Atalanta,21,86,"COC, AT, ATT"
D. Mertens,Napoli,21,85,"AT, ATT"
D. Godín,Inter,21,85,DC
L. Bonucci,Juventus,21,85,DC
C. Eriksen,Inter,21,85,"COC, CC, ED"
Alex Sandro,Juventus,21,85,"TS, ES"
R. Lukaku,Inter,21,85,ATT
L. Insigne,Napoli,21,85,"AS, AT"
Luis Alberto,Lazio,21,85,"COC, CC, AT"
S. Milinković-Savić,Lazio,21,85,"CC, CDC, COC"
G. Donnarumma,Milan,21,85,POR
M. Škriniar,Inter,21,85,DC
M. de Ligt,Juventus,21,85,DC
S. Sirigu,Torino,21,84,POR
Lucas Leiva,Lazio,21,84,CDC
Douglas Costa,Juventus,21,84,"ES, AD, AS"
S. de Vrij,Inter,21,84,DC
J. Iličić,Atalanta,21,84,"AT, ATT"
M. Brozović,Inter,21,84,"CDC, CC"
Arthur,Juventus,21,84,CC
L. Martínez,Inter,21,84,ATT
Z. Ibrahimović,Milan,21,83,ATT
R. Nainggolan,Inter,21,83,"COC, CC, AT"
A. Vidal,Inter,21,83,"CC, CDC, COC"
K. Manolas,Napoli,21,83,DC
F. Acerbi,Lazio,21,83,DC
A. Romagnoli,Milan,21,83,DC
T. Strakosha,Lazio,21,83,POR
D. Zapata,Atalanta,21,83,ATT
A. Hakimi,Inter,21,83,ED
G. Buffon,Juventus,21,82,POR
I. Perišić,Inter,21,82,"ES, AS"
A. Kolarov,Inter,21,82,TS
A. Ramsey,Juventus,21,82,"CC, COC"
M. Perin,Genoa,21,82,POR
R. Gosens,Atalanta,21,82,ES
Fabián,Napoli,21,82,CC
F. Ribéry,Fiorentina,21,81,"AT, ES, AS"
A. Consigli,Sassuolo,21,81,POR
S. Khedira,Juventus,21,81,"CC, CDC"
J. Cuadrado,Juventus,21,81,"TD, ED, AD"
A. Milik,Napoli,21,81,ATT
A. Cragno,Cagliari,21,81,POR
M. de Roon,Atalanta,21,81,"CDC, CC"
A. Rabiot,Juventus,21,81,"CC, CDC"
J. Correa,Lazio,21,81,"AT, ATT, COC"
M. Politano,Napoli,21,81,"ED, AD, ATT"
M. Lazzari,Lazio,21,81,ED
F. Quagliarella,Sampdoria,21,80,ATT
S. Kjær,Milan,21,80,DC
A. Sánchez,Inter,21,80,"AS, ES"
N. Nkoulou,Torino,21,80,DC
G. Bonaventura,Fiorentina,21,80,CC
A. Belotti,Torino,21,80,ATT
P. Zieliński,Napoli,21,80,"CC, ES"
D. Berardi,Sassuolo,21,80,"ED, AD"
D. Rugani,Juventus,21,80,DC
F. Bernardeschi,Juventus,21,80,"COC, ED"
João Mário,Inter,21,80,"CC, COC, ES"
J. Musso,Udinese,21,80,POR
M. Vecino,Inter,21,80,CDC
H. Lozano,Napoli,21,80,"AD, ATT, AS"
N. Barella,Inter,21,80,"CC, COC"
T. Hernández,Milan,21,80,TS
Pepe Reina,Lazio,21,79,POR
D. Ospina,Napoli,21,79,POR
M. Parolo,Lazio,21,79,"CDC, CC"
F. Caputo,Sassuolo,21,79,ATT
L. Muriel,Atalanta,21,79,ATT
João Pedro,Cagliari,21,79,"AT, COC"
Danilo,Juventus,21,79,"TD, TS"
F. Ghoulam,Napoli,21,79,TS
Mário Rui,Napoli,21,79,TS
H. Çalhanoğlu,Milan,21,79,"AS, CC"
Samu Castillejo,Milan,21,79,"ED, ES"
P. Gollini,Atalanta,21,79,POR
A. Miranchuk,Atalanta,21,79,"COC, ATT"
A. Izzo,Torino,21,79,DC
A. Rebić,Milan,21,79,"ATT, COC"
R. Bentancur,Juventus,21,79,CC
R. Malinovskyi,Atalanta,21,79,"CC, AT"
V. Osimhen,Napoli,21,79,ATT
Ș. Radu,Lazio,21,78,DC
Gervinho,Parma,21,78,"AS, AD"
D. Criscito,Genoa,21,78,"TS, DC, ES"
A. Candreva,Inter,21,78,ED
C. Ansaldi,Torino,21,78,"ES, TS"
K. Boateng,Fiorentina,21,78,"AT, CC"
F. Caicedo,Lazio,21,78,"AT, ATT"
M. Musacchio,Milan,21,78,DC
S. Lulić,Lazio,21,78,ES
R. Rodríguez,Torino,21,78,TS
G. Pezzella,Fiorentina,21,78,DC
K. Malcuit,Napoli,21,78,"TD, ED"
C. Tătărușanu,Milan,21,78,POR
R. Freuler,Atalanta,21,78,CC
D. Demme,Napoli,21,78,"CDC, CC"
M. De Sciglio,Juventus,21,78,"TD, TS"
E. Hysaj,Napoli,21,78,"TD, TS"
R. Gagliardini,Inter,21,78,"CDC, CC"
D. Zappacosta,Genoa,21,78,"TD, ADA"
S. Lobotka,Napoli,21,78,"CC, CDC"
H. Hateboer,Atalanta,21,78,ED
M. Caldara,Atalanta,21,78,DC
M. Locatelli,Sassuolo,21,78,"CDC, CC"
A. Meret,Napoli,21,78,POR
S. Sensi,Inter,21,78,"CC, CDC"
F. Chiesa,Fiorentina,21,78,"AT, AD"
A. Young,Inter,21,77,"ES, ED, TD"
Borja Valero,Fiorentina,21,77,"COC, CDC"
Miguel Veloso,Hellas Verona,21,77,"CC, CDC"
Rafael Tolói,Atalanta,21,77,DC
Iago Falqué,Torino,21,77,"AT, ATT, AD"
M. Silvestri,Hellas Verona,21,77,POR
J. Kucka,Parma,21,77,"CC, CDC"
L. Sepe,Parma,21,77,POR
R. Soriano,Bologna,21,77,"COC, CC"
G. Medel,Bologna,21,77,"CDC, DC"
S. Verdi,Torino,21,77,"AT, COC, AS"
D. D'Ambrosio,Inter,21,77,"TD, TS, DC"
G. Ramírez,Sampdoria,21,77,COC
S. Zaza,Torino,21,77,ATT
D. Baselli,Torino,21,77,CC
R. De Paul,Udinese,21,77,"CC, AT"
D. Laxalt,Milan,21,77,ES
N. Maksimović,Napoli,21,77,DC
Bastos,Lazio,21,77,DC
G. Escalante,Lazio,21,77,"CDC, CC"
M. Pašalić,Atalanta,21,77,"CC, COC"
A. Conti,Milan,21,77,"TD, ED"
A. Marušić,Lazio,21,77,ED
S. Amrabat,Fiorentina,21,77,CC
J. Boga,Sassuolo,21,77,"ES, AS"
E. Audero,Sampdoria,21,77,POR
F. Kessié,Milan,21,77,CC
N. Nández,Cagliari,21,77,"CC, CDC, ED"
Luiz Felipe,Lazio,21,77,DC
S. Tonali,Milan,21,77,"CDC, CC"
D. Kulusevski,Juventus,21,77,"AD, COC"
M. Cáceres,Fiorentina,21,76,"DC, TD"
M. Darmian,Parma,21,76,"TD, TS"
A. Poli,Bologna,21,76,"CDC, CC"
K. Asamoah,Inter,21,76,"ES, TS"
Ł. Skorupski,Bologna,21,76,POR
Pedro Obiang,Sassuolo,21,76,"CDC, CC"
M. Badelj,Genoa,21,76,"CDC, CC"
N. Sansone,Bologna,21,76,"COC, AS, ATT"
C. Piccini,Atalanta,21,76,TD
G. Defrel,Sassuolo,21,76,"ATT, AD"
S. Meïté,Torino,21,76,"CC, CDC"
J. Lukaku,Lazio,21,76,"ES, TS"
B. Djimsiti,Atalanta,21,76,DC
D. Lazović,Hellas Verona,21,76,"ES, ED"
E. Pulgar,Fiorentina,21,76,"CDC, CC"
A. Petagna,Napoli,21,76,ATT
M. Sportiello,Atalanta,21,76,POR
G. Simeone,Cagliari,21,76,ATT
J. Palomino,Atalanta,21,76,DC
G. Di Lorenzo,Napoli,21,76,"TD, ED"
V. Muriqi,Lazio,21,76,ATT
Alex Berenguer,Torino,21,76,"AT, ATT, AS"
D. Calabria,Milan,21,76,TD
Lucas Paquetá,Milan,21,76,"CC, COC"
M. Demiral,Juventus,21,76,DC
A. Rrahmani,Napoli,21,76,DC
S. Proto,Lazio,21,75,POR
F. Magnanelli,Sassuolo,21,75,CDC
R. Palacio,Bologna,21,75,"ATT, COC"
V. Behrami,Genoa,21,75,"CDC, CC"
Llorente,Napoli,21,75,ATT
A. Masiello,Genoa,21,75,DC
L. Schøne,Genoa,21,75,"CC, CDC"
S. Okaka,Udinese,21,75,ATT
A. Ekdal,Sampdoria,21,75,"CC, CDC"
K. Glik,Benevento,21,75,DC
T. Rincón,Torino,21,75,"CC, CDC"
J. Larsen,Udinese,21,75,ED
F. Đuričić,Sassuolo,21,75,"COC, AS"
M. Gabbiadini,Sampdoria,21,75,ATT
R. Saponara,Fiorentina,21,75,"COC, CC"
C. Biraghi,Fiorentina,21,75,"ES, TS"
A. Cornelius,Parma,21,75,ATT
L. Pavoletti,Cagliari,21,75,ATT
A. Younes,Napoli,21,75,"AS, ES"
K. Ayhan,Sassuolo,21,75,DC
J. Mojica,Atalanta,21,75,"TS, ES"
B. Drągowski,Fiorentina,21,75,POR
M. Zaccagni,Hellas Verona,21,75,"AT, ATT"
K. Lasagna,Udinese,21,75,ATT
Hernani,Parma,21,75,"CDC, CC"
I. Bennacer,Milan,21,75,"CDC, CC"
M. Pjaca,Genoa,21,75,"AS, AD, COC"
G. Pereiro,Cagliari,21,75,"COC, AD"
Y. Karamoh,Parma,21,75,"ED, AD"
R. Orsolini,Bologna,21,75,"COC, AD, ED"
I. Radu,Inter,21,75,POR
C. Kouamé,Fiorentina,21,75,"ATT, AT"
M. Rog,Cagliari,21,75,CC
A. Barák,Hellas Verona,21,75,"CC, COC"
A. Bastoni,Inter,21,75,DC
P. Cutrone,Fiorentina,21,75,ATT
N. Domínguez,Bologna,21,75,"CC, CDC"
N. Milenković,Fiorentina,21,75,"DC, TD"
W. McKennie,Juventus,21,75,"CC, CDC, DC"
R. Klavan,Cagliari,21,74,DC
C. Maggio,Benevento,21,74,TD
Danilo,Bologna,21,74,DC
L. De Silvestri,Bologna,21,74,"ED, TD"
C. Zapata,Genoa,21,74,DC
A. Ranocchia,Inter,21,74,DC
S. De Maio,Udinese,21,74,DC
I. Radovanović,Genoa,21,74,"CDC, CC"
T. Arslan,Udinese,21,74,"CDC, CC"
M. Jajalo,Udinese,21,74,"CC, CDC"
M. Faraoni,Hellas Verona,21,74,"ED, TD"
R. Inglese,Parma,21,74,ATT
L. Tonelli,Sampdoria,21,74,DC
J. Kurtić,Parma,21,74,"CC, COC"
G. Caprari,Benevento,21,74,"AT, ATT"
V. Verre,Sampdoria,21,74,"COC, AT, CC"
V. Chiricheș,Sassuolo,21,74,DC
A. Duncan,Fiorentina,21,74,CC
M. Benassi,Hellas Verona,21,74,CC
R. Durmisi,Lazio,21,74,"TS, ASA, ES"
K. Linetty,Torino,21,74,CC
R. Gagliolo,Parma,21,74,"TS, DC"
Wallace,Lazio,21,74,DC
S. Cristóforo,Fiorentina,21,74,"CDC, CC, ES"
R. Mandragora,Udinese,21,74,"CC, CDC"
O. Colley,Sampdoria,21,74,DC
J. Jankto,Sampdoria,21,74,"ES, CC"
A. Ounas,Napoli,21,74,"AD, AS, AT"
Brahim,Milan,21,74,"AS, AD"
R. Marin,Cagliari,21,74,"CC, CDC"
S. Lammers,Atalanta,21,74,ATT
S. Lukić,Torino,21,74,"CC, CDC"
M. Pessina,Atalanta,21,74,"CC, AT"
Rafael Leão,Milan,21,74,ATT
D. Padelli,Inter,21,73,POR
L. Cigarini,Crotone,21,73,"CC, CDC"
V. Birsa,Cagliari,21,73,"COC, AD"
S. Di Carmine,Hellas Verona,21,73,ATT
M. Yoshida,Sampdoria,21,73,DC
E. Badu,Hellas Verona,21,73,"CC, CDC"
A. Ioniță,Benevento,21,73,"CC, COC"
F. Pisacane,Cagliari,21,73,"DC, TD"
I. Nestorovski,Udinese,21,73,ATT
V. Eysseric,Fiorentina,21,73,"AS, COC, AT"
O. Kragl,Benevento,21,73,"ES, AT, ED"
L. Ceppitelli,Cagliari,21,73,DC
S. Denswil,Bologna,21,73,"DC, TS"
N. Murru,Torino,21,73,TS
Patric,Lazio,21,73,"DC, TD, ED"
A. Ciciretti,Napoli,21,73,"AD, COC"
I. Mbaye,Bologna,21,73,"TD, TS"
V. Laurini,Parma,21,73,TD
L. Magallán,Crotone,21,73,DC
D. Cataldi,Lazio,21,73,"CC, CDC"
